RAW_OFFSET,PNG_OFFSET,RAW_X,RAW_Y,PNG_X,PNG_Y
6355,3654,211,24,70,14
6356,3655,212,24,71,14
6357,3656,213,24,72,14
6358,3657,214,24,73,14
6447,3249,47,25,177,12
6448,3250,48,25,178,12
6449,3251,49,25,179,12
6450,3252,50,25,180,12
6451,3253,51,25,181,12
6452,3254,52,25,182,12
6453,3255,53,25,183,12
6454,3256,54,25,184,12
6455,3257,55,25,185,12
6456,3258,56,25,186,12
6457,3259,57,25,187,12
6458,3260,58,25,188,12
6493,1621,93,25,85,6
6494,1622,94,25,86,6
6495,1623,95,25,87,6
6496,1624,96,25,88,6
6497,1625,97,25,89,6
6498,1626,98,25,90,6
6499,1627,99,25,91,6
6500,1628,100,25,92,6
6501,1629,101,25,93,6
6502,1630,102,25,94,6
6503,1631,103,25,95,6
6504,1632,104,25,96,6
6505,1633,105,25,97,6
6506,1634,106,25,98,6
6507,1635,107,25,99,6
6508,1636,108,25,100,6
6509,1637,109,25,101,6
6510,1638,110,25,102,6
6511,1639,111,25,103,6
6512,1640,112,25,104,6
6513,1641,113,25,105,6
6514,1642,114,25,106,6
6515,1643,115,25,107,6
6516,1644,116,25,108,6
6517,1645,117,25,109,6
6518,1646,118,25,110,6
6519,1647,119,25,111,6
6520,1648,120,25,112,6
6521,1649,121,25,113,6
6522,1650,122,25,114,6
6523,1651,123,25,115,6
6524,1652,124,25,116,6
6525,1653,125,25,117,6
6526,1654,126,25,118,6
6527,1655,127,25,119,6
6528,1656,128,25,120,6
6529,1657,129,25,121,6
6530,1658,130,25,122,6
6531,1659,131,25,123,6
6532,1660,132,25,124,6
6533,1661,133,25,125,6
6534,1662,134,25,126,6
6535,1663,135,25,127,6
6536,1664,136,25,128,6
6537,1665,137,25,129,6
6538,1666,138,25,130,6
6539,1667,139,25,131,6
6540,1668,140,25,132,6
6541,1669,141,25,133,6
6542,1670,142,25,134,6
6543,1671,143,25,135,6
6544,1672,144,25,136,6
6545,1673,145,25,137,6
6546,1674,146,25,138,6
6547,1675,147,25,139,6
6548,1676,148,25,140,6
6549,1677,149,25,141,6
6550,1678,150,25,142,6
6551,1679,151,25,143,6
6552,1680,152,25,144,6
6553,1681,153,25,145,6
6554,1682,154,25,146,6
6555,1683,155,25,147,6
6556,1684,156,25,148,6
6557,1685,157,25,149,6
6558,1686,158,25,150,6
6559,1687,159,25,151,6
6560,1688,160,25,152,6
6561,1689,161,25,153,6
6562,1690,162,25,154,6
6563,1691,163,25,155,6
6564,1692,164,25,156,6
6565,1693,165,25,157,6
6566,1694,166,25,158,6
6567,1695,167,25,159,6
6568,1696,168,25,160,6
6569,1697,169,25,161,6
6570,1698,170,25,162,6
6571,1699,171,25,163,6
6572,1700,172,25,164,6
6573,1701,173,25,165,6
6574,1702,174,25,166,6
6575,1703,175,25,167,6
6576,1704,176,25,168,6
6577,1705,177,25,169,6
6578,1706,178,25,170,6
6579,1707,179,25,171,6
6580,1708,180,25,172,6
7023,1179,111,27,155,4
7024,1180,112,27,156,4
7025,1181,113,27,157,4
7026,1182,114,27,158,4
7027,1183,115,27,159,4
7028,1184,116,27,160,4
7029,1185,117,27,161,4
7030,1186,118,27,162,4
7031,1187,119,27,163,4
7032,1188,120,27,164,4
7033,1189,121,27,165,4
7034,1190,122,27,166,4
7035,1191,123,27,167,4
7036,1192,124,27,168,4
7037,1193,125,27,169,4
7038,1194,126,27,170,4
7039,1195,127,27,171,4
7306,4812,138,28,204,18
7307,4813,139,28,205,18
7308,4814,140,28,206,18
7309,4815,141,28,207,18
7310,4816,142,28,208,18
7311,4817,143,28,209,18
7321,3852,153,28,12,15
7322,3853,154,28,13,15
7323,3854,155,28,14,15
7324,3855,156,28,15,15
7325,3856,157,28,16,15
7326,3857,158,28,17,15
7327,3858,159,28,18,15
7328,3859,160,28,19,15
7329,3860,161,28,20,15
7330,3861,162,28,21,15
7331,3862,163,28,22,15
7332,3863,164,28,23,15
7333,3864,165,28,24,15
7334,3865,166,28,25,15
7335,3866,167,28,26,15
7336,3867,168,28,27,15
7337,3868,169,28,28,15
7338,3869,170,28,29,15
7339,3870,171,28,30,15
7340,3871,172,28,31,15
7341,3872,173,28,32,15
7342,3873,174,28,33,15
7343,3874,175,28,34,15
7344,3875,176,28,35,15
7345,3876,177,28,36,15
7346,3877,178,28,37,15
7347,3878,179,28,38,15
7348,3879,180,28,39,15
7349,3880,181,28,40,15
7350,3881,182,28,41,15
7351,3882,183,28,42,15
7352,3883,184,28,43,15
7353,3884,185,28,44,15
7354,3885,186,28,45,15
7355,3886,187,28,46,15
7356,3887,188,28,47,15
7357,3888,189,28,48,15
7358,3889,190,28,49,15
7359,3890,191,28,50,15
7360,3891,192,28,51,15
7361,3892,193,28,52,15
7362,3893,194,28,53,15
7363,3894,195,28,54,15
7364,3895,196,28,55,15
7365,3896,197,28,56,15
7366,3897,198,28,57,15
7367,3898,199,28,58,15
7368,3899,200,28,59,15
7369,3900,201,28,60,15
7370,3901,202,28,61,15
7371,3902,203,28,62,15
7372,3903,204,28,63,15
7373,3904,205,28,64,15
7374,3905,206,28,65,15
7375,3906,207,28,66,15
7376,3907,208,28,67,15
7377,3908,209,28,68,15
7378,3909,210,28,69,15
7379,3910,211,28,70,15
7380,3911,212,28,71,15
7381,3912,213,28,72,15
7471,3305,47,29,233,12
7472,3306,48,29,234,12
7473,3307,49,29,235,12
7474,3308,50,29,236,12
7475,3309,51,29,237,12
7476,3310,52,29,238,12
7477,3311,53,29,239,12
7478,3312,54,29,240,12
7479,3313,55,29,241,12
7480,3314,56,29,242,12
7481,3315,57,29,243,12
7482,3316,58,29,244,12
7517,1875,93,29,83,7
7518,1876,94,29,84,7
7519,1877,95,29,85,7
7520,1878,96,29,86,7
7521,1879,97,29,87,7
7522,1880,98,29,88,7
7523,1881,99,29,89,7
7524,1882,100,29,90,7
7525,1883,101,29,91,7
7526,1884,102,29,92,7
7527,1885,103,29,93,7
7528,1886,104,29,94,7
7529,1887,105,29,95,7
7530,1888,106,29,96,7
7531,1889,107,29,97,7
7532,1890,108,29,98,7
7533,1891,109,29,99,7
7534,1892,110,29,100,7
7535,1893,111,29,101,7
7536,1894,112,29,102,7
7537,1895,113,29,103,7
7538,1896,114,29,104,7
7539,1897,115,29,105,7
7540,1898,116,29,106,7
7541,1899,117,29,107,7
7542,1900,118,29,108,7
7543,1901,119,29,109,7
7544,1902,120,29,110,7
7545,1903,121,29,111,7
7546,1904,122,29,112,7
7547,1905,123,29,113,7
7548,1906,124,29,114,7
7549,1907,125,29,115,7
7550,1908,126,29,116,7
7551,1909,127,29,117,7
7552,1910,128,29,118,7
7553,1911,129,29,119,7
7554,1912,130,29,120,7
7555,1913,131,29,121,7
7556,1914,132,29,122,7
7557,1915,133,29,123,7
7558,1916,134,29,124,7
7559,1917,135,29,125,7
7560,1918,136,29,126,7
7561,1919,137,29,127,7
7562,1920,138,29,128,7
7563,1921,139,29,129,7
7564,1922,140,29,130,7
7565,1923,141,29,131,7
7566,1924,142,29,132,7
7567,1925,143,29,133,7
7568,1926,144,29,134,7
7569,1927,145,29,135,7
7570,1928,146,29,136,7
7571,1929,147,29,137,7
7572,1930,148,29,138,7
7573,1931,149,29,139,7
7574,1932,150,29,140,7
7575,1933,151,29,141,7
7576,1934,152,29,142,7
7577,1935,153,29,143,7
7578,1936,154,29,144,7
7579,1937,155,29,145,7
7580,1938,156,29,146,7
7581,1939,157,29,147,7
7582,1940,158,29,148,7
7583,1941,159,29,149,7
7584,1942,160,29,150,7
7585,1943,161,29,151,7
7586,1944,162,29,152,7
7587,1945,163,29,153,7
7588,1946,164,29,154,7
7589,1947,165,29,155,7
7590,1948,166,29,156,7
7591,1949,167,29,157,7
7592,1950,168,29,158,7
7593,1951,169,29,159,7
7594,1952,170,29,160,7
7595,1953,171,29,161,7
7596,1954,172,29,162,7
7597,1955,173,29,163,7
7598,1956,174,29,164,7
7599,1957,175,29,165,7
7600,1958,176,29,166,7
7601,1959,177,29,167,7
7602,1960,178,29,168,7
7603,1961,179,29,169,7
7604,1962,180,29,170,7
7605,1963,181,29,171,7
